year,college_code,college_name,major_code,major_name,plan_count,min_score,min_rank
2024,0001,浙江大学,001,人文科学试验班,76,672,4221
2024,0001,浙江大学,002,新闻传播学类,51,670,4905
2024,0001,浙江大学,003,外国语言文学类（含涉外法治双学士学位项目）,28,671,4562
2024,0001,浙江大学,006,社会科学试验班（竺可桢学院人文社科实验班）,5,694,639
2024,0001,浙江大学,007,社会科学试验班（数字法治卓越班）,4,688,1172
2024,0001,浙江大学,008,社会科学试验班（智能财务荣誉项目班）,3,692,840
2024,0001,浙江大学,009,社会科学试验班（含数字金融双学士学位项目）,169,674,3668
2024,0001,浙江大学,010,社会科学试验班（数字公共治理荣誉项目班）,5,683,1925
2024,0001,浙江大学,011,理科试验班类（含商务大数据分析双学士学位项目）,105,683,1922
2024,0001,浙江大学,012,理科试验班（生命、环境、化学与地学）,138,673,3865
2024,0001,浙江大学,013,工科试验班,404,678,2830
2024,0001,浙江大学,014,工科试验班（智慧城市与建筑工程）,171,665,6212
2024,0001,浙江大学,015,工科试验班（材料、化工与高分子）,176,672,4228
2024,0001,浙江大学,016,工科试验班（信息）,246,687,1273
2024,0001,浙江大学,017,人工智能（荣誉项目班）,2,701,227
2024,0001,浙江大学,018,机器人工程（荣誉项目班）,2,700,259
2024,0001,浙江大学,019,工科试验班（竺可桢学院图灵班）,3,702,200
2024,0001,浙江大学,020,医学试验班（竺可桢学院巴德年医学班）,23,695,566
2024,0001,浙江大学,021,工科试验班（海洋，含智慧海洋卓越班）,95,664,6625
2024,0001,浙江大学,022,应用生物科学（农学，含新农科实验班）,159,664,6791
2024,0001,浙江大学,023,应用生物科学（生工食品）,24,671,4484
2024,0002,中国美术学院,007,艺术学理论类,40,616,37078
2024,0002,中国美术学院,008,风景园林,15,623,31030
2024,0002,中国美术学院,009,工业设计,37,599,54006
2024,0002,中国美术学院,010,艺术设计学,20,619,34358
2024,0002,中国美术学院,011,广播电视编导,32,614,39304
2024,0003,浙江工业大学,001,健行学院实验班(人文社科),5,652,11812
2024,0003,浙江工业大学,002,健行学院实验班(理工),15,648,13353
2024,0003,浙江工业大学,003,健行学院实验班(分子化学工程),10,639,18758
2024,0003,浙江工业大学,004,健行学院实验班(智能科学),10,646,14436
2024,0003,浙江工业大学,005,健行学院实验班(智慧能源创新）,10,644,15941
2024,0003,浙江工业大学,006,健行学院实验班(智能生物制造）,10,640,18177
2024,0003,浙江工业大学,007,化工与制药类（化学工程类）,144,605,47897
