college_code,college_name,years,year_count
4093,中国地质大学(武汉)（一流学科建设高校）,2022,1
4093,中国地质大学(武汉),"2024,2026",2
4094,武汉工程科技学院(民办),"2021,2022",2
4094,武汉工程科技学院,"2024,2026",2
4095,中南财经政法大学(一流学科建设高校),2021,1
4095,中南财经政法大学（一流学科建设高校）,2022,1
4095,中南财经政法大学,"2024,2026",2
4096,中南民族大学,"2021,2022,2024,2026",4
4097,武汉工商学院(民办),"2021,2022",2
4097,武汉工商学院,"2024,2026",2
4099,江汉大学,"2021,2022,2024,2026",4
4110,湖北医药学院药护学院(独立学院),"2021,2022",2
4110,湖北医药学院药护学院,"2024,2026",2
4111,武汉城市职业学院,"2021,2022,2024,2026",4
4112,武汉传媒学院(民办),2021,1
4112,武汉传媒学院,"2024,2026",2
4114,长江大学文理学院(独立学院),"2021,2022",2
4114,长江大学文理学院,"2024,2026",2
4116,湖北铁道运输职业学院,"2024,2026",2
4117,武汉东湖学院,"2024,2026",2
4120,武汉铁路桥梁职业学院,2024,1
4201,安阳工学院,"2021,2022,2024,2026",4
4202,安阳师范学院,"2021,2022,2024,2026",4
4203,河南财经政法大学,"2021,2022,2024,2026",4
4204,郑州商学院(民办),"2021,2022",2
4204,郑州商学院,"2024,2026",2
4206,河南大学(一流学科建设高校),2021,1
4206,河南大学（一流学科建设高校）,2022,1
4206,河南大学,"2024,2026",2
4207,河南开封科技传媒学院(民办),"2021,2022",2
4207,河南开封科技传媒学院,"2024,2026",2
4208,河南工业大学,"2021,2022,2024,2026",4
4210,河南检察职业学院,"2021,2022,2024,2026",4
4211,河南科技大学,"2021,2022,2024,2026",4
4212,河南理工大学,"2021,2022,2024,2026",4
4213,郑州工商学院(民办),"2021,2022",2
4213,郑州工商学院,"2024,2026",2
4214,河南农业大学,"2021,2022,2024,2026",4
4216,河南师范大学,"2021,2022,2024,2026",4
4217,河南中医药大学,"2021,2022,2024,2026",4
4218,华北水利水电大学,"2021,2022,2024,2026",4
4219,黄河科技学院(民办),"2021,2022",2
4219,黄河科技学院,"2024,2026",2
4220,黄河水利职业技术学院,"2021,2022,2024",3
4220,黄河水利职业技术大学,2026,1
4221,黄淮学院,"2021,2022,2024,2026",4
4222,焦作大学,"2021,2022,2024,2026",4
4223,焦作师范高等专科学校,"2021,2022,2024,2026",4
4224,开封大学,"2021,2022,2024,2026",4
4225,洛阳理工学院,"2021,2022,2024,2026",4
4226,洛阳师范学院,"2021,2022,2024,2026",4
4227,漯河医学高等专科学校,"2021,2022,2024,2026",4
4228,南阳理工学院,"2021,2022,2024,2026",4
4229,南阳师范学院,"2021,2022,2024,2026",4
4230,河南城建学院,"2021,2022,2024,2026",4
4232,新乡学院,"2021,2022,2024,2026",4
4233,新乡医学院,"2021,2022,2024",3
4233,河南医药大学,2026,1
4234,信阳师范学院,"2021,2022",2
4234,信阳师范大学,"2024,2026",2
4235,许昌学院,"2021,2022,2024,2026",4
4236,郑州大学(一流大学建设高校),2021,1
4236,郑州大学（一流大学建设高校）,2022,1
4236,郑州大学,"2024,2026",2
4237,郑州航空工业管理学院,"2021,2022,2024,2026",4
4240,河南牧业经济学院,"2021,2022,2024,2026",4
4241,郑州轻工业大学,"2021,2022,2024,2026",4
4243,郑州铁路职业技术学院,"2021,2022",2
4243,郑州铁路职业技术大学,2026,1
4244,中原工学院,"2021,2022,2024,2026",4
4245,郑州经贸学院(民办),"2021,2022",2
4245,郑州经贸学院,"2024,2026",2
4246,郑州工程技术学院,"2021,2022,2024,2026",4
4247,周口师范学院,"2021,2022,2024,2026",4
4248,郑州工业应用技术学院(民办),2021,1
4248,郑州工业应用技术学院,"2024,2026",2
4249,商丘师范学院,"2021,2022,2024,2026",4
4250,河南工程学院,"2021,2022,2024,2026",4
4253,河南科技学院,"2021,2022,2024,2026",4
4254,商丘医学高等专科学校,"2021,2022,2024,2026",4
4260,商丘工学院(民办),"2021,2022",2
4260,商丘工学院,"2024,2026",2
4262,信阳农林学院,"2021,2022,2024,2026",4
4263,河南经贸职业学院,"2021,2022",2
4264,洛阳职业技术学院,"2021,2022,2024,2026",4
4265,平顶山学院,"2021,2022,2024,2026",4
4266,郑州西亚斯学院(民办),"2021,2022",2
4266,郑州西亚斯学院,"2024,2026",2
4267,郑州财经学院(民办),"2021,2022",2
4267,郑州财经学院,"2024,2026",2
4268,河南工学院,"2021,2022,2024,2026",4
4275,郑州医药健康职业学院,2024,1
4276,河南职业技术学院,"2024,2026",2
4279,郑州电力高等专科学校,2026,1
4283,南阳医学高等专科学校,2026,1
4301,保险职业学院,2021,1
4302,长沙电力职业技术学院,"2021,2022,2024,2026",4
4303,长沙航空职业技术学院,2026,1
4305,长沙理工大学,"2021,2022,2024,2026",4
4306,长沙理工大学城南学院(独立学院),"2021,2022",2
4306,长沙理工大学城南学院,2024,1
4307,长沙民政职业技术学院,"2021,2022,2024,2026",4
4308,长沙学院,"2021,2022,2024,2026",4
4309,长沙医学院(民办),"2021,2022",2
4309,长沙医学院,"2024,2026",2
4310,衡阳师范学院,"2021,2022,2024,2026",4
4311,湖南财政经济学院,"2021,2022,2024,2026",4
4313,湖南城市学院,"2021,2022,2024,2026",4
4314,湖南大学(一流大学建设高校),2021,1
4314,湖南大学（一流大学建设高校）,2022,1
4314,湖南大学,"2024,2026",2
4315,湖南大众传媒职业技术学院,"2021,2022,2024,2026",4
4316,湖南第一师范学院,"2021,2022,2024,2026",4
4317,湖南外贸职业学院,"2021,2022",2
4318,湖南工程学院,"2021,2022,2024,2026",4
4319,湖南工程学院应用技术学院(独立学院),"2021,2022",2
4319,湖南工程学院应用技术学院,2024,1
4320,湖南工程职业技术学院,"2021,2022,2024,2026",4
4321,湖南工学院,"2021,2022,2024,2026",4
4322,湖南工业大学,"2021,2022,2024,2026",4
4323,湖南工业大学科技学院(独立学院),"2021,2022",2
4323,湖南工业大学科技学院,2024,1
4324,湖南工业职业技术学院,"2021,2022,2024",3
4326,湖南环境生物职业技术学院,"2021,2022,2024,2026",4
4328,湖南高速铁路职业技术学院,"2021,2022,2024,2026",4
4329,湖南交通职业技术学院,"2022,2024",2
4330,湖南科技大学,"2021,2022,2024,2026",4
4331,湖南科技大学潇湘学院(独立学院),"2021,2022",2
4331,湖南科技大学潇湘学院,2024,1
4332,湖南科技学院,"2021,2022,2024,2026",4
4333,湖南理工学院,"2021,2022,2024",3
4333,湖南理工大学,2026,1
4334,湖南理工学院南湖学院(独立学院),"2021,2022",2
4334,湖南理工学院南湖学院,2024,1
4334,岳阳学院,2026,1
4335,湖南农业大学,"2021,2022,2024,2026",4
4336,湖南女子学院,"2021,2022,2024,2026",4
4337,湖南人文科技学院,"2021,2022,2024,2026",4
4338,湖南商务职业技术学院,2021,1
4339,湖南工商大学,"2021,2022,2024,2026",4
4340,湘潭理工学院(民办),"2021,2022",2
4340,湘潭理工学院,"2024,2026",2
4341,湖南涉外经济学院(民办),"2021,2022",2
4341,湖南涉外经济学院,"2024,2026",2
4342,湖南师范大学(一流学科建设高校),2021,1
4342,湖南师范大学（一流学科建设高校）,2022,1
4342,湖南师范大学,"2024,2026",2
4344,湖南水利水电职业技术学院,"2024,2026",2
4345,湖南司法警官职业学院,"2021,2022,2024,2026",4
4346,湖南铁道职业技术学院,"2021,2022,2024,2026",4
4347,湖南文理学院,"2021,2022,2024,2026",4
4348,湖南文理学院芙蓉学院(独立学院),"2021,2022",2
4348,湖南文理学院芙蓉学院,2024,1
4348,常德学院,2026,1
4349,湖南信息学院(民办),"2021,2022",2
4349,湖南信息学院,2024,1
4350,湖南信息职业技术学院,"2021,2022,2024,2026",4
4352,湖南中医药大学,"2021,2022,2024,2026",4
4353,湖南中医药大学湘杏学院(独立学院),"2021,2022",2
4353,湖南中医药大学湘杏学院,"2024,2026",2
4354,湖南中医药高等专科学校,"2021,2022,2024,2026",4
4355,怀化学院,"2021,2022,2024,2026",4
4356,吉首大学,"2021,2022,2024,2026",4
4357,吉首大学张家界学院(独立学院),"2021,2022",2
4357,张家界学院,"2024,2026",2
4358,南华大学,"2021,2022,2024,2026",4
4359,南华大学船山学院(独立学院),"2021,2022",2
4359,南华大学船山学院,2024,1
4360,邵阳学院,"2021,2022,2024,2026",4
4361,湘南学院,"2021,2022,2024,2026",4
4362,湘潭大学,"2021,2024,2026",3
4362,湘潭大学（一流学科建设高校）,2022,1
4363,湘潭大学兴湘学院(独立学院),"2021,2022",2
4364,永州职业技术学院,"2021,2022,2024,2026",4
4365,中南大学(一流大学建设高校),2021,1
4365,中南大学（一流大学建设高校）,2022,1
4365,中南大学,"2024,2026",2
4366,中南林业科技大学,"2021,2022,2024,2026",4
4368,湖南铁路科技职业技术学院,"2021,2022,2024",3
4375,湖南三一工业职业技术学院,2024,1
4377,长沙职业技术学院,"2022,2024,2026",3
4382,中南林业科技大学涉外学院,"2024,2026",2
4394,长沙医药健康职业学院,2026,1
4401,北京理工大学珠海学院(独立学院),"2021,2022",2
4402,北京师范大学-香港浸会大学联合国际学院,"2021,2022,2024",3
4402,北师香港浸会大学,2026,1
4403,电子科技大学中山学院(独立学院),"2021,2022",2
4403,电子科技大学中山学院,"2024,2026",2
4404,东莞城市学院(民办),"2021,2022",2
4404,东莞城市学院,"2024,2026",2
4405,广东白云学院(民办),"2021,2022",2
4405,广东白云学院,"2024,2026",2
4406,广东工业大学,"2021,2022,2024,2026",4
4408,广东金融学院,"2021,2022,2024,2026",4
4409,广东培正学院(民办),"2021,2022",2
4409,广东培正学院,"2024,2026",2
4412,广东外语外贸大学,"2021,2022,2024,2026",4
4414,广东药科大学,"2021,2022,2024,2026",4
4416,广州应用科技学院(民办),2022,1
4416,广州应用科技学院,"2024,2026",2
4417,广州工商学院(民办),"2021,2022",2
4417,广州工商学院,"2024,2026",2
4418,广州航海学院,"2022,2026",2
4419,广州美术学院,"2021,2022,2024",3
4420,广州民航职业技术学院,"2021,2022,2024,2026",4
4421,广州体育学院,"2021,2022,2024,2026",4
4422,广州医科大学,"2021,2024,2026",3
4422,广州医科大学（一流学科建设高校）,2022,1
4423,广州中医药大学(一流学科建设高校),2021,1
4423,广州中医药大学（一流学科建设高校）,2022,1
4423,广州中医药大学,"2024,2026",2
4424,华南理工大学(一流大学建设高校),2021,1
4424,华南理工大学（一流大学建设高校）,2022,1
4424,华南理工大学,"2024,2026",2
4425,华南农业大学,"2021,2024,2026",3
4425,华南农业大学（一流学科建设高校）,2022,1
4426,华南师范大学(一流学科建设高校),2021,1
4426,华南师范大学（一流学科建设高校）,2022,1
4426,华南师范大学,"2024,2026",2
4427,珠海科技学院(民办),"2021,2022",2
4427,珠海科技学院,"2024,2026",2
4428,暨南大学(一流学科建设高校),2021,1
4428,暨南大学（一流学科建设高校）,2022,1
4428,暨南大学,"2024,2026",2
4429,广东石油化工学院,"2021,2022,2024,2026",4
4430,广东南华工商职业学院,"2021,2022,2024,2026",4
4431,南方医科大学,"2021,2022,2024,2026",4
4433,汕头大学,"2021,2022,2024,2026",4
4435,星海音乐学院,"2021,2022,2024,2026",4
4436,中山大学(一流大学建设高校),2021,1
4436,中山大学（一流大学建设高校）,2022,1
4436,中山大学,"2024,2026",2
4438,珠海艺术职业学院(民办),2021,1
4440,深圳大学,"2021,2022,2024,2026",4
4441,广东医科大学,"2021,2022,2024,2026",4
4443,南方科技大学,2026,1
4445,广东海洋大学,"2021,2022,2024,2026",4
4450,韶关学院,"2021,2022,2024,2026",4
4451,东莞理工学院,"2021,2022,2024,2026",4
4452,广东理工学院(民办),"2021,2022",2
4452,广东理工学院,"2024,2026",2
4456,广东轻工职业技术学院,"2021,2022",2
4456,广东轻工职业技术大学,"2024,2026",2
4457,广州软件学院(民办),"2021,2022",2
4457,广州软件学院,"2024,2026",2
4458,广州铁路职业技术学院,"2021,2022,2024,2026",4
4459,广东以色列理工学院(中外合作办学),"2021,2022",2
4459,广东以色列理工学院,"2024,2026",2
4460,哈尔滨工业大学(深圳)(一流大学建设高校),2021,1
4460,哈尔滨工业大学(深圳)（一流大学建设高校）,2022,1
4460,哈尔滨工业大学(深圳),"2024,2026",2
4462,广州大学,2026,1
4463,惠州学院,2026,1
4464,岭南师范学院,"2021,2022,2024,2026",4
4466,肇庆学院,"2021,2022,2024,2026",4
4467,深圳北理莫斯科大学,"2022,2024,2026",3
4468,华南农业大学珠江学院,"2024,2026",2
4469,广州华立科技职业学院,2026,1
4472,广州卫生职业技术学院,"2024,2026",2
4473,广州商学院,2026,1
4477,广州新华学院,2026,1
4481,广州理工学院,2026,1
4482,肇庆医学院,2026,1
4488,香港城市大学(东莞),2026,1
4499,深圳理工大学,2026,1
4501,北海艺术设计学院(民办),"2021,2022",2
4501,北海艺术设计学院,"2024,2026",2
4503,广西财经学院,"2021,2022,2024,2026",4
4504,广西大学(一流学科建设高校),2021,1
4504,广西大学（一流学科建设高校）,2022,1
4504,广西大学,"2024,2026",2
4506,广西科技大学,"2021,2022,2024,2026",4
4507,柳州工学院(民办),"2021,2022",2
4507,柳州工学院,"2024,2026",2
4511,广西民族大学,"2021,2022,2024,2026",4
4512,广西民族大学相思湖学院(独立学院),"2021,2022",2
4512,广西民族大学相思湖学院,"2024,2026",2
4513,广西师范大学,"2021,2022,2024,2026",4
4514,桂林学院(独立学院),"2021,2022",2
4514,桂林学院,"2024,2026",2
4515,南宁师范大学,"2021,2022,2024,2026",4
4517,广西医科大学,"2021,2022,2024,2026",4
4518,广西艺术学院,"2021,2022,2024,2026",4
4519,广西中医药大学,"2021,2022,2024,2026",4
4520,广西中医药大学赛恩斯新医药学院(独立学院),"2021,2022",2
4520,广西中医药大学赛恩斯新医药学院,"2024,2026",2
4521,桂林电子科技大学,"2021,2022,2024,2026",4
4522,桂林信息科技学院(民办),"2021,2022",2
4522,桂林信息科技学院,"2024,2026",2
4524,桂林航天工业学院,"2021,2022,2024,2026",4
4525,桂林理工大学,"2021,2022,2024,2026",4
4526,桂林旅游学院,"2021,2022,2024,2026",4
4527,桂林师范高等专科学校,2024,1
4527,桂林师范学院,2026,1
4528,桂林医学院,"2021,2022,2024",3
4528,桂林医科大学,2026,1
4529,北部湾大学,"2021,2022,2024,2026",4
4530,梧州学院,"2021,2022,2024,2026",4
4531,玉林师范学院,"2021,2022,2024,2026",4
4532,广西工程职业学院(民办),2022,1
4532,广西工程职业学院,2024,1
4535,广西外国语学院(民办),"2021,2022",2
4535,广西外国语学院,"2024,2026",2
4538,南宁理工学院(民办),"2021,2022",2
4538,南宁理工学院,"2024,2026",2
4539,广西电力职业技术学院,"2022,2024,2026",3
4542,南宁学院,"2022,2024,2026",3
4543,柳州铁道职业技术学院,"2024,2026",2
4553,南宁职业技术大学,2026,1
4601,海口经济学院(民办),"2021,2022",2
4601,海口经济学院,"2024,2026",2
4602,海南大学(一流学科建设高校),2021,1
4602,海南大学（一流学科建设高校）,2022,1
4602,海南大学,"2024,2026",2
4603,三亚学院(民办),"2021,2022",2
4603,三亚学院,"2024,2026",2
4604,海南经贸职业技术学院,"2021,2022",2
4606,海南软件职业技术学院,2021,1
4607,海南师范大学,"2021,2022,2024,2026",4
4608,海南外国语职业学院,"2021,2022,2026",3
4609,海南医学院,"2021,2022",2
4609,海南医科大学,"2024,2026",2
4610,海南政法职业学院,"2021,2022,2026",3
4612,琼台师范学院,"2021,2022,2024,2026",4
4613,海南热带海洋学院,"2021,2022,2024,2026",4
4615,海南卫生健康职业学院,"2022,2024,2026",3
4617,海南科技职业大学(民办),"2021,2022",2
4617,海南科技职业大学,"2024,2026",2
4621,海南比勒费尔德应用科学大学,"2024,2026",2
4624,海南洛桑旅游大学,2026,1
4625,海南警察学院,2026,1
4708,长沙科技学院,2026,1
5001,长江师范学院,"2021,2022,2024,2026",4
5002,四川美术学院,"2021,2022,2024,2026",4
5003,四川外国语大学,"2021,2022,2024,2026",4
5004,重庆外语外事学院(民办),"2021,2022",2
5004,重庆外语外事学院,"2024,2026",2
5005,西南大学(一流学科建设高校),2021,1
5005,西南大学（一流学科建设高校）,2022,1
5005,西南大学,"2024,2026",2
5006,重庆人文科技学院(民办),"2021,2022",2
5006,重庆人文科技学院,"2024,2026",2
5007,西南政法大学,"2021,2022,2024,2026",4
5009,重庆城市管理职业学院,"2021,2022,2024",3
5009,重庆城市管理职业大学,2026,1
5011,重庆大学(一流大学建设高校),2021,1
5011,重庆大学（一流大学建设高校）,2022,1
5011,重庆大学,"2024,2026",2
5012,重庆城市科技学院(民办),"2021,2022",2
5012,重庆城市科技学院,"2024,2026",2
5013,重庆电力高等专科学校,"2021,2022,2024,2026",4
5015,重庆工程职业技术学院,"2021,2022,2024",3
5015,重庆工程职业技术大学,2026,1
5017,重庆工商大学,"2021,2022,2024,2026",4
5018,重庆工商大学派斯学院(独立学院),"2021,2022",2
5018,重庆工商大学派斯学院,"2024,2026",2
5019,重庆财经学院(民办),"2021,2022",2
5019,重庆财经学院,"2024,2026",2
5021,重庆航天职业技术学院,"2021,2022,2024,2026",4
5022,重庆交通大学,"2021,2022,2024,2026",4
5023,重庆科技学院,"2021,2022",2
5023,重庆科技大学,"2024,2026",2
5024,重庆理工大学,"2021,2022,2024,2026",4
5025,重庆三峡学院,"2021,2022,2024",3
5025,重庆三峡科技大学,2026,1
5026,重庆三峡医药高等专科学校,"2021,2022,2024,2026",4
5027,重庆师范大学,"2021,2022,2024,2026",4
5028,重庆对外经贸学院(民办),"2021,2022",2
5028,重庆对外经贸学院,"2024,2026",2
5029,重庆文理学院,"2021,2022,2024,2026",4
5031,重庆医科大学,"2021,2022,2024,2026",4
5032,重庆邮电大学,"2021,2022,2024,2026",4
5033,重庆移通学院(民办),"2021,2022",2
5033,重庆移通学院,"2024,2026",2
5035,重庆医药高等专科学校,"2021,2022,2024,2026",4
5036,重庆电子工程职业学院,2022,1
5036,重庆电子科技职业大学,"2024,2026",2
5043,重庆幼儿师范高等专科学校,2024,1
5049,重庆化工职业学院,2024,1
5052,重庆中医药学院,"2024,2026",2
5054,西南大学(荣昌校区),2024,1
5101,成都工业学院,"2021,2022,2024,2026",4
5102,成都航空职业技术学院,"2021,2022,2024",3
5102,成都航空职业技术大学,2026,1
5103,成都理工大学(一流学科建设高校),2021,1
5103,成都理工大学（一流学科建设高校）,2022,1
5103,成都理工大学,"2024,2026",2
5104,成都理工大学工程技术学院(独立学院),"2021,2022",2
5104,成都理工大学工程技术学院,"2024,2026",2
5105,四川传媒学院,"2024,2026",2
5106,成都体育学院,"2024,2026",2
5107,成都信息工程大学,"2021,2022,2024,2026",4
5108,成都银杏酒店管理学院(民办),"2021,2022",2
5108,成都银杏酒店管理学院,"2024,2026",2
5109,成都大学,"2021,2022,2024,2026",4
5110,成都医学院,"2021,2022,2024,2026",4
5111,成都中医药大学(一流学科建设高校),2021,1
5111,成都中医药大学（一流学科建设高校）,2022,1
5111,成都中医药大学,"2024,2026",2
5112,川北医学院,"2021,2022,2024,2026",4
5113,电子科技大学(一流大学建设高校),2021,1
5113,电子科技大学（一流大学建设高校）,2022,1
5113,电子科技大学,"2024,2026",2
5114,电子科技大学成都学院(独立学院),"2021,2022",2
5114,电子科技大学成都学院,"2024,2026",2
5115,乐山师范学院,"2021,2022,2024,2026",4
5116,西南医科大学,"2021,2022,2024,2026",4
5117,绵阳师范学院,"2021,2022,2024,2026",4
5118,内江师范学院,"2021,2022,2024,2026",4
5120,四川大学(一流大学建设高校),2021,1
5120,四川大学（一流大学建设高校）,2022,1
5120,四川大学,"2024,2026",2
5121,成都锦城学院(民办),"2021,2022",2
5121,成都锦城学院,"2024,2026",2
5122,四川大学锦江学院(独立学院),"2021,2022",2
5122,四川大学锦江学院,"2024,2026",2
5123,四川工程职业技术学院,2022,1
5123,四川工程职业技术大学,"2024,2026",2
5124,四川国际标榜职业学院(民办),2022,1
5125,四川建筑职业技术学院,"2021,2022,2024",3
5125,四川建筑职业技术大学,2026,1
5126,四川交通职业技术学院,"2021,2022,2024",3
5126,四川交通职业技术大学,2026,1
5127,成都职业技术学院,2026,1
5128,四川警察学院,2026,1
5129,四川农业大学(一流学科建设高校),2021,1
5129,四川农业大学（一流学科建设高校）,2022,1
5129,四川农业大学,"2024,2026",2
5131,四川师范大学,"2021,2022,2024,2026",4
5132,四川工商学院(民办),"2021,2022",2
5132,四川工商学院,"2024,2026",2
5133,成都文理学院(民办),"2021,2022",2
5133,成都文理学院,"2024,2026",2
5134,四川水利职业技术学院,2026,1
5136,四川外国语大学成都学院(独立学院),"2021,2022",2
5136,成都外国语学院,"2024,2026",2
5137,四川音乐学院,"2021,2022,2024,2026",4
5139,西华大学,"2021,2022,2024,2026",4
5140,西华师范大学,"2021,2022,2024,2026",4
5141,西南财经大学(一流学科建设高校),2021,1
5141,西南财经大学（一流学科建设高校）,2022,1
5141,西南财经大学,"2024,2026",2
5142,西南财经大学天府学院(独立学院),"2021,2022",2
5142,西南财经大学天府学院,"2024,2026",2
5143,西南交通大学(一流学科建设高校),2021,1
5143,西南交通大学（一流学科建设高校）,2022,1
5143,西南交通大学,"2024,2026",2
5144,西南科技大学,"2021,2022,2024,2026",4
5145,西南民族大学,"2021,2022,2024,2026",4
5146,西南石油大学(一流学科建设高校),2021,1
5146,西南石油大学（一流学科建设高校）,2022,1
5146,西南石油大学,"2024,2026",2
5147,宜宾学院,"2021,2022,2024,2026",4
5148,中国民用航空飞行学院,"2021,2022,2024,2026",4
5150,电子科技大学(沙河校区)(一流大学建设高校),2021,1
5150,电子科技大学(沙河校区)（一流大学建设高校）,2022,1
5150,电子科技大学(沙河校区),"2024,2026",2
5151,四川旅游学院,"2024,2026",2
5152,四川化工职业技术学院,2024,1
5155,四川铁道职业学院,"2024,2026",2
5162,成都东软学院(民办),"2021,2022",2
5162,成都东软学院,"2024,2026",2
5163,四川轻化工大学,"2021,2022,2024,2026",4
5164,攀枝花学院,"2021,2022,2024,2026",4
5165,四川电影电视学院,2024,1
5166,四川文化产业职业学院,"2022,2024,2026",3
5168,四川航天职业技术学院,"2024,2026",2
5172,四川长江职业学院,2024,1
5183,资阳口腔职业学院,2024,1
5189,广元中核职业技术学院,2026,1
5190,西昌学院,"2024,2026",2
5193,四川工业科技学院,2026,1
5197,成都师范学院,2026,1
5198,成都轻工职业技术大学,2026,1
5202,安顺职业技术学院,"2022,2026",2
5203,贵州工程应用技术学院,"2021,2022,2024,2026",4
5204,贵州医科大学,"2021,2022,2024,2026",4
5206,贵州中医药大学,"2021,2022,2024,2026",4
5208,贵州财经大学,"2021,2022,2024,2026",4
5209,贵州黔南经济学院(民办),"2021,2022",2
5209,贵州黔南经济学院,"2024,2026",2
5210,贵州大学(一流学科建设高校),2021,1
5210,贵州大学（一流学科建设高校）,2022,1
5210,贵州大学,"2024,2026",2
5211,贵州黔南科技学院(民办),"2021,2022",2
5211,贵州黔南科技学院,"2024,2026",2
5212,贵州电子信息职业技术学院,2021,1
5217,贵州商学院,2026,1
5218,贵阳康养职业大学,"2022,2024,2026",3
5219,黔南民族师范学院,"2021,2022,2024,2026",4
5220,遵义医科大学,"2021,2022,2024,2026",4
5221,贵州理工学院,"2021,2022,2024,2026",4
5222,贵州民族大学,2026,1
5223,贵州师范大学,"2024,2026",2
5225,贵州师范学院,"2021,2022,2024,2026",4
5226,贵阳信息科技学院(独立学院),2021,1
5235,贵阳学院,2026,1
5237,贵州工业职业技术大学,2026,1
5239,六盘水职业技术学院,2026,1
5301,楚雄师范学院,"2021,2022,2024,2026",4
5302,大理大学,"2021,2022,2024,2026",4
5303,红河学院,"2021,2022,2024,2026",4
5304,昆明理工大学,"2021,2022,2024,2026",4
5305,昆明理工大学津桥学院(独立学院),"2021,2022",2
5305,昆明理工大学津桥学院,"2024,2026",2
5306,昆明冶金高等专科学校,"2021,2024",2
5306,昆明冶金职业大学,2026,1
5307,昆明医科大学,"2021,2022,2024,2026",4
5308,昆明医科大学海源学院(独立学院),"2021,2022",2
5308,昆明医科大学海源学院,"2024,2026",2
5310,曲靖师范学院,"2021,2022,2024,2026",4
5311,西南林业大学,"2021,2022,2024,2026",4
5312,玉溪师范学院,"2021,2022,2024,2026",4
5313,云南财经大学,"2021,2022,2024,2026",4
5314,云南大学(一流大学建设高校),2021,1
5314,云南大学（一流大学建设高校）,2022,1
5314,云南大学,"2024,2026",2
5315,云南大学滇池学院(独立学院),"2021,2022",2
5315,滇池学院,"2024,2026",2
5316,丽江文化旅游学院(民办),"2021,2022",2
5316,丽江文化旅游学院,"2024,2026",2
5318,云南警官学院,"2021,2022",2
5319,云南民族大学,"2021,2022,2024,2026",4
5320,云南农业大学,"2021,2022,2024,2026",4
5321,云南师范大学,"2021,2022,2024,2026",4
5322,昆明城市学院(民办),"2021,2022",2
5322,昆明城市学院,"2024,2026",2
5323,昆明文理学院(民办),"2021,2022",2
5323,昆明文理学院,"2024,2026",2
5325,云南经济管理学院(民办),"2021,2022",2
5325,云南经济管理学院,"2024,2026",2
5330,文山学院,"2021,2022,2024,2026",4
5331,云南医药健康职业学院(民办),"2021,2022",2
5331,云南医药健康职业学院,"2024,2026",2
5332,普洱学院,"2021,2022,2024,2026",4
5333,云南艺术学院,"2022,2024,2026",3
5335,云南工商学院,2026,1
5338,昆明卫生职业学院,"2024,2026",2
5346,昆明铁道职业技术学院,2026,1
5401,西藏大学(一流学科建设高校),2021,1
5401,西藏大学（一流学科建设高校）,2022,1
5401,西藏大学,"2024,2026",2
5402,西藏民族大学,2026,1
6101,宝鸡文理学院,"2021,2022,2024,2026",4
6102,长安大学(一流学科建设高校),2021,1
6102,长安大学（一流学科建设高校）,2022,1
6102,长安大学,"2024,2026",2
6103,陕西服装工程学院(民办),"2021,2022",2
6103,陕西服装工程学院,"2024,2026",2
6104,陕西交通职业技术学院,"2024,2026",2
6105,陕西科技大学,"2021,2022,2024,2026",4
6106,陕西科技大学镐京学院(独立学院),"2021,2022",2
6106,陕西科技大学镐京学院,"2024,2026",2
6107,陕西理工大学,"2021,2022,2024,2026",4
6108,陕西师范大学(一流学科建设高校),2021,1
6108,陕西师范大学（一流学科建设高校）,2022,1
6108,陕西师范大学,"2024,2026",2
6111,陕西中医药大学,"2021,2022,2024,2026",4
6112,渭南师范学院,"2021,2022,2024,2026",4
6113,西安财经大学,"2021,2022,2024,2026",4
6114,西安财经大学行知学院(独立学院),"2021,2022",2
6114,西安财经大学行知学院,"2024,2026",2
6116,西安电子科技大学(一流学科建设高校),2021,1
6116,西安电子科技大学（一流学科建设高校）,2022,1
6116,西安电子科技大学,"2024,2026",2
6118,西安翻译学院(民办),"2021,2022",2
6118,西安翻译学院,"2024,2026",2
6119,西安工程大学,"2021,2022,2024,2026",4
6120,西安工业大学,"2021,2022,2024,2026",4
6121,西安工商学院(民办),"2021,2022",2
6121,西安工商学院,"2024,2026",2
6123,西安航空学院,"2021,2022,2024,2026",4
6125,西安建筑科技大学,"2021,2022,2024,2026",4
6126,西安建筑科技大学华清学院(独立学院),"2021,2022",2
6126,西安建筑科技大学华清学院,"2024,2026",2
6127,西安交通大学(一流大学建设高校),2021,1
6127,西安交通大学（一流大学建设高校）,2022,1
6127,西安交通大学,"2024,2026",2
6128,西安科技大学,"2021,2022,2024,2026",4
6129,西安科技大学高新学院(独立学院),"2021,2022",2
6129,西安科技大学高新学院,"2024,2026",2
6130,西安理工大学,"2021,2022,2024,2026",4
6131,西安理工大学高科学院(独立学院),"2021,2022",2
6131,西安理工大学高科学院,"2024,2026",2
6132,西安美术学院,"2021,2024,2026",3
6133,西安欧亚学院(民办),"2021,2022",2
6133,西安欧亚学院,"2024,2026",2
6134,西安培华学院(民办),"2021,2022",2
6134,西安培华学院,"2024,2026",2
6135,西安石油大学,"2021,2022,2024,2026",4
6136,西安思源学院(民办),"2021,2022",2
6136,西安思源学院,"2024,2026",2
6138,西安铁路职业技术学院,"2024,2026",2
