college_code,college_name,years,year_count
6139,西安外国语大学,"2021,2022,2024,2026",4
6140,西安外事学院(民办),"2021,2022",2
6140,西安外事学院,"2024,2026",2
6141,西安文理学院,"2021,2022,2024,2026",4
6142,西安音乐学院,"2024,2026",2
6143,西安邮电大学,"2021,2022,2024,2026",4
6144,西北大学(一流学科建设高校),2021,1
6144,西北大学（一流学科建设高校）,2022,1
6144,西北大学,"2024,2026",2
6145,西北工业大学(一流大学建设高校),2021,1
6145,西北工业大学（一流大学建设高校）,2022,1
6145,西北工业大学,"2024,2026",2
6146,西安明德理工学院(民办),"2021,2022",2
6146,西安明德理工学院,"2024,2026",2
6147,西北农林科技大学(一流大学建设高校),2021,1
6147,西北农林科技大学（一流大学建设高校）,2022,1
6147,西北农林科技大学,"2024,2026",2
6148,西北政法大学,"2021,2022,2024,2026",4
6149,西京学院(民办),"2021,2022",2
6149,西京学院,"2024,2026",2
6150,咸阳师范学院,"2021,2022,2024,2026",4
6151,延安大学,"2021,2022,2024,2026",4
6152,陕西国际商贸学院(民办),"2021,2022",2
6152,陕西国际商贸学院,"2024,2026",2
6153,西安交通大学城市学院(独立学院),"2021,2022",2
6153,西安交通大学城市学院,"2024,2026",2
6154,西安交通工程学院(民办),"2021,2022",2
6154,西安交通工程学院,"2024,2026",2
6156,商洛学院,"2021,2022,2024,2026",4
6157,商洛职业技术学院,"2022,2024",2
6158,西安汽车职业大学,2024,1
6203,兰州城市学院,"2021,2022,2024,2026",4
6204,兰州大学(一流大学建设高校),2021,1
6204,兰州大学（一流大学建设高校）,2022,1
6204,兰州大学,"2024,2026",2
6205,兰州交通大学,"2021,2022,2024,2026",4
6206,兰州博文科技学院(民办),"2021,2022",2
6206,兰州博文科技学院,"2024,2026",2
6207,兰州理工大学,"2021,2022,2024,2026",4
6208,兰州信息科技学院(民办),"2021,2022",2
6208,兰州信息科技学院,"2024,2026",2
6209,兰州财经大学,"2021,2022,2024,2026",4
6210,兰州资源环境职业技术大学,"2024,2026",2
6211,兰州工商学院(民办),"2021,2022",2
6211,兰州工商学院,"2024,2026",2
6213,天水师范学院,"2021,2022,2024",3
6213,天水师范大学,2026,1
6214,西北民族大学,"2021,2022,2024,2026",4
6215,西北师范大学,"2021,2022,2024,2026",4
6217,甘肃农业大学,"2021,2022,2024,2026",4
6218,甘肃政法大学,"2021,2022,2024,2026",4
6219,兰州石化职业技术大学(独立学院),2021,1
6219,兰州石化职业技术大学,"2022,2024,2026",3
6220,甘肃中医药大学,"2022,2024,2026",3
6221,陇东学院,"2022,2024,2026",3
6222,兰州工业学院,"2022,2024,2026",3
6228,甘肃林业职业技术大学,2026,1
6301,青海大学(一流学科建设高校),2021,1
6301,青海大学（一流学科建设高校）,2022,1
6301,青海大学,"2024,2026",2
6303,青海民族大学,"2021,2022,2024,2026",4
6305,青海理工学院,"2024,2026",2
6404,北方民族大学,"2021,2022,2024,2026",4
6405,宁夏大学(一流学科建设高校),2021,1
6405,宁夏大学（一流学科建设高校）,2022,1
6405,宁夏大学,"2024,2026",2
6406,宁夏大学新华学院(独立学院),"2021,2022",2
6406,宁夏大学新华学院,"2024,2026",2
6408,宁夏理工学院(民办),"2021,2022",2
6408,宁夏理工学院,"2024,2026",2
6409,宁夏医科大学,"2021,2022,2024,2026",4
6417,银川科技学院,"2024,2026",2
6501,石河子大学(一流学科建设高校),2021,1
6501,石河子大学（一流学科建设高校）,2022,1
6501,石河子大学,"2024,2026",2
6502,新疆财经大学,"2021,2022,2024,2026",4
6503,新疆科技学院,"2021,2022,2024,2026",4
6504,新疆大学(一流大学建设高校),2021,1
6504,新疆大学（一流大学建设高校）,2022,1
6504,新疆大学,"2024,2026",2
6505,新疆理工学院,"2021,2022,2024,2026",4
6506,新疆工程学院,"2021,2022,2024,2026",4
6507,新疆农业大学,"2021,2022,2024,2026",4
6509,新疆师范大学,"2021,2022,2024,2026",4
6510,新疆第二医学院,"2021,2022,2024,2026",4
6515,塔里木大学,"2021,2022,2024,2026",4
6516,新疆医科大学,"2021,2022,2024,2026",4
6517,中国石油大学(北京)克拉玛依校区(一流学科建设高校),2021,1
6517,中国石油大学(北京)克拉玛依校区（一流学科建设高校）,2022,1
6517,中国石油大学(北京)克拉玛依校区,"2024,2026",2
6518,喀什大学,"2022,2024,2026",3
6519,新疆政法学院,"2022,2024,2026",3
6520,新疆和田学院,"2024,2026",2
6521,伊犁师范大学,"2024,2026",2
6522,昌吉学院,"2024,2026",2
6527,塔里木职业技术学院,2026,1
6532,新疆天山职业技术大学,2026,1
6533,新疆理工职业大学,2026,1
6535,新疆工业职业技术大学,2026,1
8103,香港珠海学院,"2024,2026",2
9001,海军军医大学(一流学科建设高校),2021,1
9001,海军军医大学（一流学科建设高校）,2022,1
9001,海军军医大学,"2024,2026",2
9031,中国人民警察大学,"2021,2022,2024,2026",4
9034,中国人民公安大学(一流学科建设高校),2021,1
9034,中国人民公安大学（一流学科建设高校）,2022,1
9034,中国人民公安大学,"2024,2026",2
